RBC,HCT,HGB,WBC,MCH,MCHC,MCV,RDW-SD,PLT,NEUT,LYMPH,MONO,EOS,BASO,count,percent,percent_cumulative
1,1,1,2,2,2,2,2,2,2,2,2,2,1,33,0.004533,86.759288
2,3,2,2,2,2,2,2,2,2,2,2,2,1,33,0.004533,86.763821
2,2,2,3,2,2,2,2,1,3,2,2,2,2,33,0.004533,86.768354
1,2,1,2,2,0,2,4,2,2,2,2,2,2,33,0.004533,86.772887
0,0,2,2,4,2,3,2,2,2,2,2,2,2,33,0.004533,86.777420
0,0,0,2,3,2,3,2,2,2,2,2,2,2,33,0.004533,86.781953
2,2,2,3,2,2,2,2,2,2,2,2,1,2,33,0.004533,86.786486
0,0,1,2,2,2,2,4,2,2,1,2,2,2,32,0.004396,86.790882
0,2,2,3,4,2,4,4,2,2,2,2,2,2,32,0.004396,86.795278
0,0,0,2,4,2,4,4,2,2,2,2,4,2,32,0.004396,86.799674
1,1,2,1,2,2,2,2,2,1,1,2,2,2,32,0.004396,86.804069
2,2,2,4,2,2,2,3,2,4,2,3,2,2,32,0.004396,86.808465
2,2,2,4,2,2,2,3,2,2,4,4,2,2,32,0.004396,86.812861
1,1,2,2,2,2,2,2,2,2,2,2,3,2,32,0.004396,86.817256
2,2,2,2,2,2,1,0,2,2,2,2,2,2,32,0.004396,86.821652
0,1,2,2,4,2,2,4,2,2,2,2,2,2,32,0.004396,86.826048
2,2,2,1,4,2,3,2,2,1,2,2,2,2,32,0.004396,86.830444
0,0,0,4,2,2,2,3,2,4,2,2,2,2,32,0.004396,86.834839
2,2,2,3,2,2,3,2,2,2,4,2,2,2,32,0.004396,86.839235
1,2,2,2,2,2,2,2,2,2,2,2,2,3,32,0.004396,86.843631
2,2,2,2,2,0,2,2,3,2,2,2,2,2,32,0.004396,86.848026
1,2,2,2,2,2,3,2,2,2,4,2,2,2,32,0.004396,86.852422
1,1,2,4,2,2,2,2,2,3,2,2,2,2,32,0.004396,86.856818
2,3,2,2,2,2,2,2,3,2,2,2,2,2,32,0.004396,86.861214
0,1,1,1,2,2,2,2,2,1,2,2,2,2,32,0.004396,86.865609
2,2,2,2,2,0,2,2,2,1,2,2,2,2,32,0.004396,86.870005
1,1,1,1,2,2,2,2,2,1,2,2,2,2,32,0.004396,86.874401
0,1,2,2,2,2,3,2,2,2,2,2,2,2,32,0.004396,86.878796
0,0,0,2,4,2,4,4,2,2,2,2,2,1,32,0.004396,86.883192
1,2,2,2,4,2,4,4,2,2,4,2,2,2,32,0.004396,86.887588
2,2,2,2,3,2,4,2,2,2,4,2,2,2,32,0.004396,86.891984
2,2,2,4,4,2,4,4,2,4,2,2,2,2,32,0.004396,86.896379
1,1,1,2,2,2,2,2,1,2,2,2,2,2,32,0.004396,86.900775
2,3,2,3,2,2,2,2,2,2,2,2,2,2,32,0.004396,86.905171
0,2,1,2,2,2,3,2,2,2,2,2,2,2,32,0.004396,86.909566
0,1,2,2,3,2,3,3,2,2,2,2,2,2,32,0.004396,86.913962
2,2,2,4,2,2,2,2,2,3,4,3,2,2,31,0.004258,86.918221
2,0,0,2,2,2,1,2,2,2,2,2,2,2,31,0.004258,86.922479
0,0,0,2,2,2,4,2,2,2,2,2,2,2,31,0.004258,86.926737
0,2,2,2,4,2,4,2,2,1,2,2,2,2,31,0.004258,86.930996
2,2,2,1,4,2,2,2,2,1,1,2,2,2,31,0.004258,86.935254
2,2,2,3,2,2,2,4,2,2,2,4,2,2,31,0.004258,86.939512
3,3,4,2,2,2,2,2,2,2,2,2,2,2,31,0.004258,86.943771
2,2,2,2,2,3,2,2,2,2,2,2,1,2,31,0.004258,86.948029
2,2,2,4,2,2,2,2,2,2,3,2,4,2,31,0.004258,86.952287
2,2,2,3,2,2,2,2,2,2,3,3,2,2,31,0.004258,86.956546
2,2,2,4,2,2,1,2,2,4,2,2,2,2,31,0.004258,86.960804
1,2,2,2,2,2,2,3,2,1,2,2,2,2,31,0.004258,86.965062
2,2,2,3,2,2,2,2,2,2,2,2,4,4,31,0.004258,86.969321
2,2,2,4,2,2,2,2,2,2,2,2,3,2,31,0.004258,86.973579
0,0,1,2,4,2,3,2,2,2,2,2,2,2,31,0.004258,86.977837
0,1,2,4,4,2,2,2,2,4,2,2,2,2,31,0.004258,86.982096
2,3,3,2,2,2,2,2,2,2,4,2,2,2,31,0.004258,86.986354
0,1,0,2,2,0,2,4,2,2,2,2,2,2,31,0.004258,86.990612
0,2,2,2,4,2,4,4,2,2,2,2,2,1,31,0.004258,86.994871
2,2,3,2,2,2,2,2,2,2,4,2,2,2,31,0.004258,86.999129
3,2,2,2,2,2,2,4,2,2,2,2,2,2,31,0.004258,87.003387
2,2,2,2,2,2,2,2,1,3,2,2,2,2,31,0.004258,87.007646
1,2,2,0,2,2,2,2,2,1,2,2,2,2,31,0.004258,87.011904
2,2,2,4,2,2,2,2,0,4,2,2,2,2,31,0.004258,87.016162
2,2,2,3,2,2,2,2,2,3,2,2,1,2,31,0.004258,87.020421
2,2,2,2,2,2,2,2,1,2,2,2,3,2,30,0.004121,87.024542
0,0,2,2,3,2,2,2,2,2,1,2,2,2,30,0.004121,87.028663
2,2,2,2,3,2,4,4,2,2,4,2,2,2,30,0.004121,87.032784
2,2,2,0,2,2,2,2,2,0,0,2,2,2,30,0.004121,87.036905
0,0,0,2,2,2,2,4,3,2,2,2,2,2,30,0.004121,87.041026
2,2,2,2,2,2,3,3,1,2,2,2,2,2,30,0.004121,87.045147
2,2,1,2,0,0,0,3,2,2,2,2,2,2,30,0.004121,87.049268
2,1,0,2,0,0,1,2,2,2,2,2,2,2,30,0.004121,87.053389
0,2,2,2,4,2,4,4,2,2,3,2,2,2,30,0.004121,87.057510
2,3,2,2,2,2,3,3,2,2,2,2,2,2,30,0.004121,87.061631
0,2,2,2,4,3,2,2,2,2,2,2,2,2,30,0.004121,87.065752
2,2,2,2,1,2,1,3,2,2,2,2,2,2,30,0.004121,87.069873
2,0,0,2,0,0,0,2,2,2,2,2,2,1,30,0.004121,87.073994
2,2,2,4,3,2,2,2,2,4,2,3,2,2,30,0.004121,87.078115
2,2,2,2,2,2,2,2,0,2,4,2,2,2,30,0.004121,87.082236
0,0,2,4,4,2,2,2,2,4,2,2,2,2,30,0.004121,87.086357
2,2,2,3,2,2,4,4,2,2,2,2,2,2,30,0.004121,87.090478
2,2,2,4,2,2,2,3,2,2,3,2,2,2,30,0.004121,87.094598
2,2,2,4,2,2,2,2,2,4,2,4,2,3,30,0.004121,87.098719
2,2,2,3,3,2,3,2,2,2,2,2,2,2,30,0.004121,87.102840
2,2,2,2,2,2,2,1,2,2,2,2,3,2,30,0.004121,87.106961
0,1,2,2,3,2,2,2,2,1,2,2,2,2,30,0.004121,87.111082
1,2,2,2,2,2,2,4,2,2,3,2,2,2,30,0.004121,87.115203
2,2,2,4,2,2,2,4,2,2,2,4,2,2,30,0.004121,87.119324
2,3,2,2,2,2,2,2,1,2,2,2,2,2,29,0.003984,87.123308
1,2,2,2,3,2,2,2,2,2,2,2,2,1,29,0.003984,87.127292
2,2,2,2,2,2,2,2,2,3,0,2,2,2,29,0.003984,87.131275
0,1,2,2,2,2,2,2,2,2,2,2,4,2,29,0.003984,87.135259
2,2,2,2,2,0,2,4,2,2,4,2,2,2,29,0.003984,87.139242
2,1,0,2,0,0,1,4,2,2,2,2,2,2,29,0.003984,87.143226
1,2,2,2,2,2,2,4,2,2,2,2,2,1,29,0.003984,87.147210
2,0,0,2,0,0,0,4,3,2,2,2,2,2,29,0.003984,87.151193
2,2,2,4,2,2,2,2,3,4,2,3,2,2,29,0.003984,87.155177
1,2,2,0,2,2,2,2,2,0,2,2,2,2,29,0.003984,87.159161
0,0,1,2,3,2,4,4,2,2,2,2,2,2,29,0.003984,87.163144
0,1,2,2,4,2,2,2,2,2,2,2,1,2,29,0.003984,87.167128
0,2,2,2,2,2,2,2,2,1,2,2,2,2,29,0.003984,87.171111
2,2,2,1,3,2,3,2,2,2,2,2,2,2,29,0.003984,87.175095
1,1,2,1,2,2,2,2,2,2,1,2,2,2,29,0.003984,87.179079
2,2,2,2,2,2,2,2,2,2,3,4,2,2,29,0.003984,87.183062
2,2,2,2,2,2,2,2,2,2,3,2,4,4,29,0.003984,87.187046
2,2,2,2,3,4,2,2,2,2,3,2,2,2,29,0.003984,87.191029
2,2,2,1,3,2,2,2,2,0,2,2,2,2,29,0.003984,87.195013
0,1,2,2,3,2,2,2,1,2,2,2,2,2,29,0.003984,87.198997
2,1,0,2,0,0,0,3,2,2,2,2,2,2,29,0.003984,87.202980
2,2,2,2,2,1,2,2,2,2,2,2,3,2,29,0.003984,87.206964
2,2,2,0,2,2,2,2,2,0,2,2,1,2,29,0.003984,87.210948
2,2,2,2,4,3,2,2,2,1,2,2,2,2,29,0.003984,87.214931
2,4,2,2,2,2,2,3,2,2,2,2,2,2,29,0.003984,87.218915
2,2,2,2,2,2,2,2,2,3,2,2,2,1,29,0.003984,87.222898
0,0,1,2,2,2,2,2,2,2,2,2,4,2,29,0.003984,87.226882
0,0,0,2,0,0,0,2,4,2,2,2,2,2,29,0.003984,87.230866
2,2,2,2,3,2,4,2,1,2,2,2,2,2,29,0.003984,87.234849
0,2,1,2,2,2,4,3,2,2,2,2,2,2,29,0.003984,87.238833
2,2,2,2,2,0,2,2,2,2,2,2,4,2,29,0.003984,87.242816
2,1,2,2,1,2,2,2,2,2,2,2,2,2,29,0.003984,87.246800
2,2,2,3,4,2,4,4,2,2,2,2,2,2,29,0.003984,87.250784
1,2,2,2,3,2,2,2,2,2,3,2,2,2,29,0.003984,87.254767
2,2,2,2,2,2,3,3,2,2,2,2,2,1,28,0.003846,87.258614
2,2,1,2,2,2,2,2,2,1,2,2,2,2,28,0.003846,87.262460
0,2,2,4,4,2,4,4,2,2,4,2,2,2,28,0.003846,87.266306
0,2,2,2,2,2,4,4,1,2,2,2,2,2,28,0.003846,87.270152
0,2,1,2,2,2,3,3,2,2,2,2,2,2,28,0.003846,87.273999
2,2,2,2,2,2,2,2,2,1,2,2,2,3,28,0.003846,87.277845
1,1,0,2,2,0,2,4,2,2,2,2,2,2,28,0.003846,87.281691
2,2,2,2,2,0,3,4,2,2,2,2,2,2,28,0.003846,87.285537
2,2,2,4,2,2,2,4,2,4,4,2,2,2,28,0.003846,87.289384
2,2,2,2,2,0,2,2,4,2,2,2,2,2,28,0.003846,87.293230
2,2,2,2,1,0,1,4,2,2,2,2,2,2,28,0.003846,87.297076
2,2,2,2,4,4,4,2,2,2,2,2,2,2,28,0.003846,87.300922
3,2,2,2,0,0,0,4,2,2,2,2,2,2,28,0.003846,87.304769
0,0,1,4,2,2,2,2,2,3,2,2,2,2,28,0.003846,87.308615
0,0,2,3,2,2,2,2,2,4,2,2,2,2,28,0.003846,87.312461
2,2,2,4,2,2,2,2,2,2,2,2,2,4,28,0.003846,87.316307
1,0,0,2,2,2,2,2,2,2,1,2,2,2,28,0.003846,87.320154
1,2,2,2,2,0,4,4,2,2,2,2,2,2,28,0.003846,87.324000
2,2,2,2,2,2,3,4,0,2,2,2,2,2,28,0.003846,87.327846
2,2,2,2,2,2,2,2,2,4,1,2,2,2,28,0.003846,87.331692
1,2,2,2,2,2,2,3,1,2,2,2,2,2,28,0.003846,87.335539
1,1,2,2,2,2,2,2,4,2,2,2,2,2,28,0.003846,87.339385
2,2,2,2,0,2,2,2,2,2,1,2,2,2,28,0.003846,87.343231
4,2,2,2,0,1,0,2,2,2,2,2,2,2,28,0.003846,87.347077
4,4,4,2,2,2,2,2,2,2,4,2,2,2,28,0.003846,87.350924
2,2,2,4,2,2,2,2,2,2,2,3,4,2,28,0.003846,87.354770
2,1,1,2,1,1,1,2,2,2,2,2,2,2,28,0.003846,87.358616
0,0,1,2,3,2,2,3,2,2,2,2,2,2,28,0.003846,87.362462
2,1,1,2,2,2,2,2,2,1,2,2,2,2,28,0.003846,87.366309
1,1,2,2,2,2,2,2,3,2,2,2,2,2,28,0.003846,87.370155
2,2,2,4,2,1,2,2,2,2,4,2,2,2,28,0.003846,87.374001
0,0,0,2,4,2,2,2,2,2,1,2,2,2,28,0.003846,87.377847
2,3,2,2,3,2,4,4,2,2,2,2,2,2,28,0.003846,87.381694
0,2,1,2,2,0,4,4,2,2,2,2,2,2,28,0.003846,87.385540
2,2,2,3,2,2,2,4,2,2,2,3,2,2,28,0.003846,87.389386
2,2,2,2,4,2,3,2,2,2,2,2,2,1,27,0.003709,87.393095
0,0,0,2,4,2,4,4,2,1,2,2,2,2,27,0.003709,87.396804
2,2,2,2,2,4,2,2,2,2,2,2,4,2,27,0.003709,87.400513
2,2,2,2,3,2,2,2,4,2,2,2,2,2,27,0.003709,87.404222
2,2,2,3,2,2,2,2,1,4,2,2,2,2,27,0.003709,87.407930
2,2,2,0,2,2,2,2,2,1,1,2,1,2,27,0.003709,87.411639
0,1,2,2,2,2,3,4,2,2,2,2,2,2,27,0.003709,87.415348
2,2,2,1,2,2,2,2,2,1,2,2,1,1,27,0.003709,87.419057
2,2,2,2,2,2,3,2,2,2,2,2,3,2,27,0.003709,87.422766
2,2,2,2,2,2,2,1,4,2,2,2,2,2,27,0.003709,87.426475
2,2,2,4,2,2,2,2,3,3,2,2,2,2,27,0.003709,87.430184
2,2,2,2,2,2,3,3,2,2,2,2,4,2,27,0.003709,87.433893
0,2,2,2,4,2,2,2,2,2,2,2,1,2,27,0.003709,87.437601
2,3,2,2,2,2,2,2,2,2,2,2,3,2,27,0.003709,87.441310
0,0,1,2,4,2,4,4,1,2,2,2,2,2,27,0.003709,87.445019
2,2,2,2,2,2,2,2,1,2,2,4,2,2,27,0.003709,87.448728
2,2,2,2,4,2,3,2,2,2,1,2,2,2,27,0.003709,87.452437
1,2,2,2,4,2,4,4,0,2,2,2,2,2,27,0.003709,87.456146
1,2,2,2,2,2,3,2,2,1,2,2,2,2,27,0.003709,87.459855
1,2,2,2,3,2,2,2,2,2,2,2,4,2,27,0.003709,87.463564
2,2,2,4,3,2,2,2,2,2,2,2,2,2,27,0.003709,87.467273
2,2,2,2,3,2,3,2,2,2,2,2,3,2,27,0.003709,87.470981
2,2,2,2,2,2,2,2,2,2,1,2,1,1,27,0.003709,87.474690
2,2,2,1,4,2,4,2,2,1,2,2,2,2,27,0.003709,87.478399
2,2,2,2,2,2,1,2,3,2,2,2,2,2,27,0.003709,87.482108
0,0,0,2,3,2,4,4,2,2,2,2,4,2,27,0.003709,87.485817
2,2,1,2,0,2,1,2,2,2,2,2,2,2,27,0.003709,87.489526
2,2,2,2,2,2,4,4,2,2,4,2,2,2,27,0.003709,87.493235
2,2,3,2,2,2,2,2,2,1,2,2,2,2,27,0.003709,87.496944
2,2,2,2,2,2,2,4,2,2,2,2,1,1,27,0.003709,87.500652
2,2,2,1,2,2,2,2,1,2,2,2,2,1,26,0.003572,87.504224
0,0,0,4,2,2,2,4,2,2,2,2,2,2,26,0.003572,87.507796
0,0,0,2,4,2,4,4,1,2,1,2,2,2,26,0.003572,87.511367
1,2,2,2,2,2,2,2,2,2,2,2,2,4,26,0.003572,87.514939
2,3,2,4,2,2,2,2,2,4,2,2,2,2,26,0.003572,87.518510
2,2,2,4,2,2,2,2,2,4,1,4,1,2,26,0.003572,87.522082
0,0,0,2,2,2,2,2,2,2,3,2,2,2,26,0.003572,87.525653
2,2,2,4,3,2,3,2,2,4,2,2,2,2,26,0.003572,87.529225
2,2,2,2,2,3,2,4,2,2,2,2,2,2,26,0.003572,87.532796
2,2,2,3,2,2,2,3,2,2,2,3,2,2,26,0.003572,87.536368
0,0,0,2,2,2,2,4,1,2,1,2,2,2,26,0.003572,87.539939
0,2,2,2,2,2,2,2,1,2,2,2,2,2,26,0.003572,87.543511
0,2,2,2,4,2,4,4,2,2,2,2,4,2,26,0.003572,87.547082
0,0,0,2,2,2,2,3,2,2,2,2,4,2,26,0.003572,87.550654
2,2,2,4,2,2,2,1,2,4,2,2,2,2,26,0.003572,87.554225
2,2,2,4,2,2,2,2,3,2,2,2,2,2,26,0.003572,87.557797
2,2,2,2,4,2,4,4,4,2,2,2,2,2,26,0.003572,87.561368
2,0,0,2,0,2,0,2,4,2,2,2,2,2,26,0.003572,87.564940
2,2,2,2,2,2,2,2,0,2,2,2,4,2,26,0.003572,87.568511
0,1,2,2,4,2,4,4,1,2,2,2,2,2,26,0.003572,87.572083
2,2,2,2,3,2,3,3,2,2,4,2,2,2,26,0.003572,87.575654
0,1,2,4,2,2,2,4,2,4,2,2,2,2,26,0.003572,87.579226
2,2,2,3,2,3,2,2,2,2,4,2,2,2,26,0.003572,87.582797
1,2,2,2,2,2,2,4,2,2,2,2,4,2,26,0.003572,87.586369
1,2,2,3,4,2,4,4,2,2,2,2,2,2,26,0.003572,87.589940
1,0,0,2,2,2,2,2,2,1,2,2,2,2,26,0.003572,87.593512
2,2,2,3,4,2,2,2,2,3,2,2,2,2,26,0.003572,87.597083
0,2,2,2,2,1,4,4,2,2,2,2,2,2,26,0.003572,87.600655
2,3,2,2,2,0,2,2,2,2,2,2,2,2,26,0.003572,87.604226
0,0,0,2,4,2,2,4,2,2,2,2,2,2,26,0.003572,87.607798
2,2,2,2,2,2,2,4,1,1,2,2,2,2,26,0.003572,87.611370
1,2,2,2,3,2,4,4,1,2,2,2,2,2,26,0.003572,87.614941
0,1,2,2,2,2,2,2,2,2,3,2,2,2,26,0.003572,87.618513
1,2,2,2,2,2,2,4,2,3,2,2,2,2,26,0.003572,87.622084
0,0,0,2,4,2,3,2,2,2,2,2,2,2,26,0.003572,87.625656
0,1,1,2,2,2,2,4,2,2,1,2,2,2,26,0.003572,87.629227
0,0,0,2,3,2,4,4,0,2,2,2,2,2,26,0.003572,87.632799
0,0,0,2,1,2,2,2,2,2,2,2,2,2,26,0.003572,87.636370
2,2,2,2,2,2,2,2,2,1,1,2,2,2,25,0.003434,87.639804
1,2,2,2,4,3,4,2,2,2,2,2,2,2,25,0.003434,87.643238
0,1,1,2,2,2,4,2,2,2,2,2,2,2,25,0.003434,87.646673
2,2,2,4,2,2,2,2,2,4,2,3,4,2,25,0.003434,87.650107
0,1,2,4,2,2,2,3,2,4,2,2,2,2,25,0.003434,87.653541
1,2,2,1,2,2,2,2,2,2,0,2,2,2,25,0.003434,87.656975
1,2,2,2,4,2,3,2,2,1,2,2,2,2,25,0.003434,87.660409
2,2,2,2,4,2,2,3,2,2,1,2,2,2,25,0.003434,87.663843
2,2,2,0,2,2,2,2,2,0,1,2,1,2,25,0.003434,87.667277
2,1,0,2,2,2,2,4,2,2,2,2,2,2,25,0.003434,87.670712
2,2,2,4,3,2,4,4,2,2,4,2,2,2,25,0.003434,87.674146
1,2,2,2,4,2,3,2,2,2,1,2,2,2,25,0.003434,87.677580
2,2,2,2,1,2,2,2,4,2,2,2,2,2,25,0.003434,87.681014
0,1,1,3,2,2,2,2,2,3,2,2,2,2,25,0.003434,87.684448
2,2,2,2,2,2,0,1,2,2,2,2,2,2,25,0.003434,87.687882
2,2,2,3,2,2,2,2,2,2,4,4,2,2,25,0.003434,87.691317
2,2,2,4,2,2,3,2,2,2,4,2,2,2,25,0.003434,87.694751
0,0,0,2,2,0,4,4,2,2,1,2,2,2,25,0.003434,87.698185
0,0,0,2,2,2,3,4,2,2,2,2,4,2,25,0.003434,87.701619
1,2,2,2,2,2,3,2,2,2,3,2,2,2,25,0.003434,87.705053
1,0,0,2,0,2,1,2,2,2,2,2,2,2,25,0.003434,87.708487
2,0,0,2,1,2,0,2,2,2,2,2,2,2,25,0.003434,87.711921
0,0,0,2,2,2,2,2,2,2,0,2,1,2,25,0.003434,87.715356
2,2,2,2,4,2,4,4,0,2,2,2,2,2,25,0.003434,87.718790
2,2,2,1,2,2,2,2,2,1,2,2,2,0,25,0.003434,87.722224
1,2,2,2,2,2,2,3,2,2,2,2,4,2,25,0.003434,87.725658
0,0,0,2,2,1,2,4,2,2,1,2,2,2,25,0.003434,87.729092
2,2,2,4,2,2,2,2,2,4,2,3,2,4,25,0.003434,87.732526
2,2,2,4,2,2,4,4,2,2,4,2,2,2,25,0.003434,87.735961
2,1,2,3,2,2,2,2,2,4,2,2,2,2,25,0.003434,87.739395
3,2,2,2,0,1,0,2,2,2,2,2,2,2,25,0.003434,87.742829
0,2,1,2,2,2,4,2,2,2,2,2,2,2,25,0.003434,87.746263
1,2,2,4,2,2,2,2,2,2,2,2,2,2,25,0.003434,87.749697
4,2,2,2,1,2,0,2,2,2,2,2,2,2,25,0.003434,87.753131
0,0,0,2,4,2,4,4,0,2,0,2,2,2,25,0.003434,87.756565
2,2,2,2,2,2,2,2,2,2,0,3,2,2,25,0.003434,87.760000
2,2,2,4,2,2,2,2,2,4,4,2,2,4,25,0.003434,87.763434
1,1,2,4,2,3,2,2,2,4,2,2,2,2,25,0.003434,87.766868
2,2,2,4,2,2,2,2,2,2,4,4,2,4,25,0.003434,87.770302
0,1,1,2,3,2,4,2,2,2,2,2,2,2,25,0.003434,87.773736
2,2,4,2,3,2,2,2,2,2,2,2,2,2,24,0.003297,87.777033
1,2,2,2,4,2,4,2,2,2,4,2,2,2,24,0.003297,87.780330
0,0,0,2,2,1,2,3,2,2,2,2,2,2,24,0.003297,87.783627
1,2,2,4,4,2,2,2,2,4,2,2,2,2,24,0.003297,87.786923
1,2,2,2,2,2,2,4,2,2,4,2,2,2,24,0.003297,87.790220
2,2,2,2,2,2,2,2,4,2,2,2,3,2,24,0.003297,87.793517
0,0,0,4,2,2,2,4,4,4,2,4,2,2,24,0.003297,87.796814
0,2,2,2,2,2,2,2,2,2,2,2,2,1,24,0.003297,87.800110
2,4,3,2,2,2,2,3,2,2,2,2,2,2,24,0.003297,87.803407
0,0,0,2,3,2,2,3,2,2,2,2,2,2,24,0.003297,87.806704
2,0,0,2,0,1,0,2,4,2,2,2,2,2,24,0.003297,87.810001
2,2,2,2,2,2,2,2,2,1,2,4,2,2,24,0.003297,87.813298
1,2,2,2,3,2,2,2,2,3,2,2,2,2,24,0.003297,87.816594
2,2,2,2,2,0,2,4,4,2,2,2,2,2,24,0.003297,87.819891
0,0,2,2,2,2,2,2,2,1,2,2,2,2,24,0.003297,87.823188
0,0,0,2,4,2,4,4,2,2,2,4,2,2,24,0.003297,87.826485
1,2,2,2,4,2,4,4,2,2,1,2,2,2,24,0.003297,87.829782
0,0,0,2,2,2,2,4,2,2,0,2,1,2,24,0.003297,87.833078
2,1,2,2,2,2,2,2,4,2,2,2,2,2,24,0.003297,87.836375
2,2,2,2,2,2,2,0,2,1,2,2,2,2,24,0.003297,87.839672
2,1,2,2,2,2,2,2,3,2,2,2,2,2,24,0.003297,87.842969
2,2,2,2,2,2,2,2,2,3,1,2,1,2,24,0.003297,87.846265
2,2,2,2,4,2,4,4,2,1,2,2,2,2,24,0.003297,87.849562
2,2,3,2,4,4,2,2,2,2,2,2,2,2,24,0.003297,87.852859
0,2,2,2,2,2,2,2,2,3,2,2,2,2,24,0.003297,87.856156
2,2,2,2,2,2,2,2,0,2,0,2,2,2,24,0.003297,87.859453
3,2,2,2,2,0,2,2,2,2,2,2,2,2,24,0.003297,87.862749
0,0,1,2,2,2,2,2,2,2,4,2,2,2,24,0.003297,87.866046
2,2,2,2,4,2,2,2,3,2,2,2,2,2,24,0.003297,87.869343
2,1,0,2,0,2,1,2,2,2,2,2,2,2,24,0.003297,87.872640
2,2,2,2,4,2,3,2,1,2,2,2,2,2,24,0.003297,87.875936
1,2,2,2,2,2,2,2,1,2,1,2,2,2,24,0.003297,87.879233
2,2,2,2,2,1,2,4,2,2,4,2,2,2,24,0.003297,87.882530
0,0,0,2,2,2,2,3,2,2,0,2,2,2,24,0.003297,87.885827
2,3,2,2,4,2,4,4,2,2,2,2,2,2,24,0.003297,87.889124
0,0,0,4,2,2,2,4,2,2,4,2,2,2,24,0.003297,87.892420
1,2,2,2,2,2,2,4,0,2,2,2,2,2,24,0.003297,87.895717
2,2,2,4,3,2,2,2,2,3,2,2,2,2,24,0.003297,87.899014
2,2,2,2,2,2,2,2,4,2,2,4,2,2,24,0.003297,87.902311
2,2,2,2,3,2,2,4,1,2,2,2,2,2,24,0.003297,87.905608
0,0,1,4,2,2,2,4,2,4,2,2,2,2,24,0.003297,87.908904
2,2,2,2,0,0,0,3,2,2,2,2,2,2,24,0.003297,87.912201
0,0,1,1,2,2,2,2,2,2,2,2,2,2,24,0.003297,87.915498
2,2,2,2,2,0,2,4,3,2,2,2,2,2,24,0.003297,87.918795
0,0,1,4,3,2,2,2,2,4,2,2,2,2,24,0.003297,87.922091
0,0,0,2,2,2,2,4,2,2,1,2,1,2,24,0.003297,87.925388
0,1,1,2,2,2,2,2,2,2,2,2,2,1,24,0.003297,87.928685
1,0,0,2,2,1,2,2,2,2,2,2,2,2,24,0.003297,87.931982
2,2,1,2,1,0,1,2,2,2,2,2,2,2,23,0.003159,87.935141
2,2,2,2,2,4,2,2,2,2,1,2,2,2,23,0.003159,87.938301
0,1,2,2,3,2,4,4,2,2,2,2,2,2,23,0.003159,87.941460
2,2,2,2,2,1,2,4,2,1,2,2,2,2,23,0.003159,87.944620
1,2,2,2,4,4,3,2,2,2,2,2,2,2,23,0.003159,87.947779
2,2,2,2,3,2,3,4,1,2,2,2,2,2,23,0.003159,87.950938
2,2,2,2,2,2,2,2,2,1,2,2,2,4,23,0.003159,87.954098
2,1,2,4,2,2,2,2,2,4,2,3,2,2,23,0.003159,87.957257
0,0,0,2,4,2,4,4,4,2,2,2,2,2,23,0.003159,87.960417
0,0,0,4,2,2,2,2,4,4,2,4,2,2,23,0.003159,87.963576
2,2,2,2,1,1,2,4,2,2,2,2,2,2,23,0.003159,87.966735
0,0,0,2,2,0,2,4,4,2,2,2,2,2,23,0.003159,87.969895
1,2,2,2,3,2,3,2,2,1,2,2,2,2,23,0.003159,87.973054
0,1,2,2,2,2,2,2,2,2,2,3,2,2,23,0.003159,87.976214
0,1,2,2,2,2,2,2,2,2,0,2,2,2,23,0.003159,87.979373
0,1,2,2,4,2,2,3,2,2,2,2,2,2,23,0.003159,87.982533
2,2,2,3,3,2,4,4,2,2,2,2,2,2,23,0.003159,87.985692
1,0,1,2,2,2,2,2,2,1,2,2,2,2,23,0.003159,87.988851
2,2,2,4,2,2,2,2,2,2,4,3,2,4,23,0.003159,87.992011
2,2,2,0,2,2,2,2,2,1,0,2,1,2,23,0.003159,87.995170
2,2,2,1,2,2,2,3,2,2,1,2,2,2,23,0.003159,87.998330
2,2,2,2,2,2,2,4,2,2,1,2,1,2,23,0.003159,88.001489
2,2,2,2,4,2,2,2,0,2,2,2,2,2,23,0.003159,88.004648
0,1,1,2,2,2,2,2,2,2,2,2,4,2,23,0.003159,88.007808
0,0,0,2,3,1,4,4,2,2,2,2,2,2,23,0.003159,88.010967
0,0,0,2,4,1,4,4,2,2,2,2,2,2,23,0.003159,88.014127
1,2,2,3,2,2,2,4,2,2,2,2,2,2,23,0.003159,88.017286
1,2,2,2,2,1,2,4,2,2,2,2,2,2,23,0.003159,88.020446
0,0,0,2,0,0,1,4,2,2,2,2,2,2,23,0.003159,88.023605
2,4,2,2,2,2,3,2,2,2,2,2,2,2,23,0.003159,88.026764
0,2,2,2,4,2,4,4,2,2,2,4,2,2,23,0.003159,88.029924
0,0,0,2,2,2,2,4,0,2,0,2,2,2,23,0.003159,88.033083
2,2,4,2,2,3,2,2,2,2,2,2,2,2,23,0.003159,88.036243
0,0,0,2,2,2,2,2,1,2,1,2,2,2,23,0.003159,88.039402
0,0,1,2,4,2,4,3,2,2,2,2,2,2,23,0.003159,88.042561
2,2,2,3,2,2,2,2,1,2,2,2,2,2,23,0.003159,88.045721
2,2,2,1,4,2,2,2,2,2,1,2,2,2,23,0.003159,88.048880
2,2,2,2,4,3,4,4,2,2,2,2,2,2,23,0.003159,88.052040
