RBC,HCT,HGB,WBC,MCH,MCHC,MCV,RDW-SD,PLT,NEUT,LYMPH,MONO,EOS,BASO,count,percent,percent_cumulative
2,2,2,2,2,2,2,2,2,2,2,2,2,2,307391,42.225082,42.225082
2,2,2,2,2,2,2,2,2,1,2,2,2,2,13549,1.861172,44.086255
2,2,2,2,2,2,2,2,2,2,3,2,2,2,10827,1.487262,45.573517
2,2,2,2,3,2,2,2,2,2,2,2,2,2,10654,1.463498,47.037015
2,2,2,2,2,2,2,2,2,2,4,2,2,2,10438,1.433827,48.470841
2,2,2,2,2,2,2,4,2,2,2,2,2,2,10341,1.420502,49.891343
1,2,2,2,2,2,2,2,2,2,2,2,2,2,9678,1.329428,51.220772
2,2,2,2,2,2,2,3,2,2,2,2,2,2,8961,1.230937,52.451709
2,2,2,2,2,2,2,2,2,2,1,2,2,2,8314,1.142061,53.593770
2,2,2,1,2,2,2,2,2,1,2,2,2,2,6442,0.884912,54.478682
2,2,2,2,2,2,2,2,2,2,2,2,2,1,6421,0.882027,55.360709
2,2,2,2,2,3,2,2,2,2,2,2,2,2,6404,0.879692,56.240402
2,2,2,2,2,2,2,2,2,2,2,2,4,2,5483,0.753178,56.993580
2,2,2,4,2,2,2,2,2,4,2,2,2,2,5185,0.712243,57.705822
2,2,2,2,2,2,2,2,1,2,2,2,2,2,4412,0.606059,58.311881
2,2,2,2,2,2,2,2,2,2,2,2,1,2,4215,0.578998,58.890879
1,1,2,2,2,2,2,2,2,2,2,2,2,2,3877,0.532568,59.423447
2,2,2,2,2,4,2,2,2,2,2,2,2,2,3289,0.451797,59.875244
2,2,2,2,4,2,2,2,2,2,2,2,2,2,3249,0.446302,60.321546
2,2,2,2,2,2,3,2,2,2,2,2,2,2,3218,0.442044,60.763590
2,2,2,2,2,2,2,1,2,2,2,2,2,2,3179,0.436687,61.200277
2,2,2,3,2,2,2,2,2,2,2,2,2,2,3135,0.430643,61.630919
2,2,2,2,2,2,2,2,3,2,2,2,2,2,2944,0.404406,62.035325
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2866,0.393691,62.429016
2,2,2,2,2,2,2,2,2,2,2,2,3,2,2734,0.375559,62.804575
2,2,2,2,2,1,2,2,2,2,2,2,2,2,2581,0.354542,63.159117
2,2,2,2,3,2,3,2,2,2,2,2,2,2,2360,0.324184,63.483300
2,1,2,2,2,2,2,2,2,2,2,2,2,2,2238,0.307425,63.790726
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2208,0.303304,64.094030
2,2,2,2,2,2,2,2,2,2,2,3,2,2,2208,0.303304,64.397334
0,0,1,2,2,2,2,2,2,2,2,2,2,2,2168,0.297810,64.695144
2,2,2,2,2,2,2,2,4,2,2,2,2,2,2000,0.274732,64.969876
2,3,2,2,2,2,2,2,2,2,2,2,2,2,1997,0.274320,65.244196
1,2,2,2,3,2,2,2,2,2,2,2,2,2,1918,0.263468,65.507664
2,2,2,3,2,2,2,2,2,3,2,2,2,2,1890,0.259622,65.767285
2,2,2,1,2,2,2,2,2,2,2,2,2,2,1884,0.258798,66.026083
0,0,0,2,2,2,2,4,2,2,2,2,2,2,1548,0.212643,66.238726
2,2,2,4,2,2,2,2,2,2,4,2,2,2,1516,0.208247,66.446973
2,2,2,2,2,2,2,2,0,2,2,2,2,2,1461,0.200692,66.647664
2,2,2,3,2,2,2,2,2,2,4,2,2,2,1460,0.200554,66.848219
2,2,2,2,3,3,2,2,2,2,2,2,2,2,1377,0.189153,67.037372
2,2,2,2,2,2,1,2,2,2,2,2,2,2,1306,0.179400,67.216772
2,2,2,2,2,2,2,2,2,3,2,2,2,2,1229,0.168823,67.385595
2,2,2,2,2,2,2,2,2,2,2,4,2,2,1192,0.163740,67.549335
2,2,2,2,3,4,2,2,2,2,2,2,2,2,1182,0.162367,67.711702
1,2,2,2,4,2,2,2,2,2,2,2,2,2,1180,0.162092,67.873794
2,2,2,2,2,2,3,4,2,2,2,2,2,2,1166,0.160169,68.033962
2,2,2,2,4,2,3,2,2,2,2,2,2,2,1165,0.160031,68.193994
2,2,2,2,2,2,2,2,2,2,2,2,2,3,1151,0.158108,68.352102
2,2,2,2,2,2,2,2,2,2,2,2,2,4,1127,0.154812,68.506914
2,2,2,4,2,2,2,2,2,4,2,4,2,2,1112,0.152751,68.659665
2,2,2,2,2,2,2,2,2,2,0,2,2,2,1053,0.144646,68.804311
0,2,2,2,4,2,4,4,2,2,2,2,2,2,1048,0.143960,68.948271
2,2,2,2,2,0,2,2,2,2,2,2,2,2,1045,0.143548,69.091818
2,2,2,4,2,2,2,2,2,3,2,2,2,2,1029,0.141350,69.233168
1,2,2,2,2,2,2,4,2,2,2,2,2,2,1006,0.138190,69.371358
2,2,2,3,2,2,2,2,2,4,2,2,2,2,972,0.133520,69.504878
2,2,2,2,4,2,4,2,2,2,2,2,2,2,935,0.128437,69.633315
1,1,1,2,2,2,2,2,2,2,2,2,2,2,932,0.128025,69.761340
2,0,0,2,0,0,0,2,2,2,2,2,2,2,914,0.125553,69.886893
3,2,2,2,2,2,2,2,2,2,2,2,2,2,890,0.122256,70.009149
0,0,2,2,2,2,2,2,2,2,2,2,2,2,873,0.119921,70.129069
0,1,1,2,2,2,2,2,2,2,2,2,2,2,872,0.119783,70.248852
2,2,2,2,2,2,3,3,2,2,2,2,2,2,862,0.118410,70.367262
2,2,2,4,2,2,2,2,2,2,2,2,2,2,836,0.114838,70.482100
2,2,2,2,4,2,4,4,2,2,2,2,2,2,809,0.111129,70.593229
2,2,2,2,3,2,4,2,2,2,2,2,2,2,801,0.110030,70.703259
2,2,2,1,2,2,2,2,2,2,1,2,2,2,790,0.108519,70.811778
2,2,2,2,1,2,2,2,2,2,2,2,2,2,783,0.107558,70.919336
2,2,2,2,2,2,2,2,2,2,1,2,1,2,760,0.104398,71.023734
2,2,2,4,2,2,2,2,2,4,2,3,2,2,731,0.100415,71.124149
2,1,1,2,2,2,2,2,2,2,2,2,2,2,729,0.100140,71.224289
1,2,2,2,2,2,2,3,2,2,2,2,2,2,725,0.099590,71.323879
2,2,2,2,3,2,4,4,2,2,2,2,2,2,711,0.097667,71.421546
2,2,2,1,2,2,2,2,2,0,2,2,2,2,705,0.096843,71.518389
2,2,3,2,2,2,2,2,2,2,2,2,2,2,698,0.095881,71.614271
2,2,2,3,2,2,2,2,2,2,3,2,2,2,695,0.095469,71.709740
2,2,2,2,2,1,2,4,2,2,2,2,2,2,693,0.095195,71.804935
2,2,2,1,2,2,2,2,2,1,1,2,2,2,692,0.095057,71.899992
0,2,2,2,2,2,2,2,2,2,2,2,2,2,677,0.092997,71.992989
0,1,2,2,3,2,2,2,2,2,2,2,2,2,632,0.086815,72.079804
2,3,3,2,2,2,2,2,2,2,2,2,2,2,629,0.086403,72.166207
1,2,2,2,2,2,3,2,2,2,2,2,2,2,621,0.085304,72.251512
2,2,2,2,4,4,2,2,2,2,2,2,2,2,599,0.082282,72.333794
1,2,2,4,2,2,2,2,2,4,2,2,2,2,597,0.082008,72.415801
1,2,2,2,4,2,4,4,2,2,2,2,2,2,574,0.078848,72.494650
1,2,2,2,2,2,2,2,2,2,1,2,2,2,570,0.078299,72.572948
2,2,2,2,2,2,4,4,2,2,2,2,2,2,566,0.077749,72.650697
1,2,2,2,3,2,3,2,2,2,2,2,2,2,556,0.076376,72.727073
2,2,2,1,2,2,2,2,2,1,2,2,2,1,548,0.075277,72.802350
2,2,2,2,3,2,2,2,2,2,1,2,2,2,543,0.074590,72.876939
1,0,1,2,2,2,2,2,2,2,2,2,2,2,542,0.074452,72.951392
0,0,0,2,4,2,4,4,2,2,2,2,2,2,539,0.074040,73.025432
0,0,0,2,2,2,2,3,2,2,2,2,2,2,528,0.072529,73.097961
2,2,2,2,3,2,2,2,2,1,2,2,2,2,518,0.071156,73.169117
1,2,2,2,2,2,2,2,2,1,2,2,2,2,514,0.070606,73.239723
2,2,2,2,2,0,2,4,2,2,2,2,2,2,514,0.070606,73.310329
2,2,2,2,2,2,2,4,2,2,4,2,2,2,503,0.069095,73.379424
2,2,2,2,3,2,3,4,2,2,2,2,2,2,491,0.067447,73.446871
2,2,2,0,2,2,2,2,2,1,2,2,2,2,484,0.066485,73.513356
2,2,1,2,2,2,2,2,2,2,2,2,2,2,473,0.064974,73.578330
3,3,2,2,2,2,2,2,2,2,2,2,2,2,462,0.063463,73.641793
2,2,2,2,2,2,2,2,2,1,2,2,2,1,461,0.063326,73.705119
2,2,2,2,3,2,2,3,2,2,2,2,2,2,452,0.062089,73.767209
2,2,2,2,2,2,2,2,2,1,4,2,2,2,449,0.061677,73.828886
0,2,2,2,4,2,2,2,2,2,2,2,2,2,447,0.061403,73.890288
2,2,2,2,2,2,4,2,2,2,2,2,2,2,445,0.061128,73.951416
2,2,2,2,2,2,2,2,2,2,2,2,1,1,442,0.060716,74.012132
2,2,2,2,2,2,2,4,2,2,3,2,2,2,440,0.060441,74.072573
2,2,2,0,2,2,2,2,2,0,2,2,2,2,437,0.060029,74.132602
2,2,2,2,4,3,2,2,2,2,2,2,2,2,432,0.059342,74.191944
2,2,2,2,2,2,2,3,2,2,4,2,2,2,428,0.058793,74.250737
1,2,2,2,4,2,4,2,2,2,2,2,2,2,413,0.056732,74.307469
1,2,2,2,4,2,3,2,2,2,2,2,2,2,409,0.056183,74.363652
2,2,2,2,3,2,2,4,2,2,2,2,2,2,397,0.054534,74.418186
2,2,2,2,2,2,2,2,2,1,3,2,2,2,394,0.054122,74.472308
1,1,2,4,2,2,2,2,2,4,2,2,2,2,392,0.053847,74.526156
2,2,2,2,2,2,2,4,1,2,2,2,2,2,391,0.053710,74.579866
2,2,2,2,3,2,3,3,2,2,2,2,2,2,385,0.052886,74.632752
0,2,2,2,3,2,2,2,2,2,2,2,2,2,383,0.052611,74.685363
1,0,2,2,2,2,2,2,2,2,2,2,2,2,377,0.051787,74.737150
2,2,2,2,1,2,1,2,2,2,2,2,2,2,377,0.051787,74.788937
2,2,2,2,2,2,2,4,2,2,1,2,2,2,372,0.051100,74.840037
2,2,2,4,2,2,2,4,2,4,2,2,2,2,371,0.050963,74.891000
0,0,0,2,2,2,2,2,2,2,1,2,2,2,359,0.049314,74.940314
1,0,0,2,2,2,2,2,2,2,2,2,2,2,358,0.049177,74.989491
1,2,2,2,2,2,3,4,2,2,2,2,2,2,357,0.049040,75.038531
2,2,2,2,2,2,2,3,2,2,3,2,2,2,356,0.048902,75.087433
0,0,0,2,3,2,4,4,2,2,2,2,2,2,351,0.048215,75.135649
2,2,2,4,2,2,2,2,2,2,3,2,2,2,347,0.047666,75.183315
0,2,2,2,4,2,4,2,2,2,2,2,2,2,343,0.047117,75.230432
2,2,2,4,2,2,2,2,2,4,4,2,2,2,342,0.046979,75.277411
2,2,2,2,2,2,2,2,2,2,4,2,4,2,340,0.046704,75.324115
2,2,2,2,4,2,4,3,2,2,2,2,2,2,338,0.046430,75.370545
0,2,2,2,3,2,4,4,2,2,2,2,2,2,338,0.046430,75.416975
2,2,2,1,2,2,2,2,1,1,2,2,2,2,336,0.046155,75.463130
1,2,2,1,2,2,2,2,2,1,2,2,2,2,335,0.046018,75.509147
1,2,2,2,3,2,4,4,2,2,2,2,2,2,332,0.045606,75.554753
0,0,0,2,2,2,3,4,2,2,2,2,2,2,327,0.044919,75.599671
0,0,0,2,2,2,4,4,2,2,2,2,2,2,326,0.044781,75.644453
2,2,2,2,4,2,2,2,2,2,1,2,2,2,324,0.044507,75.688959
2,2,2,2,0,2,0,2,2,2,2,2,2,2,324,0.044507,75.733466
2,1,0,2,0,0,0,2,2,2,2,2,2,2,323,0.044369,75.777835
2,2,2,2,2,2,2,0,2,2,2,2,2,2,323,0.044369,75.822204
2,2,2,2,3,2,4,3,2,2,2,2,2,2,320,0.043957,75.866162
2,2,2,2,2,2,2,2,2,2,3,2,4,2,319,0.043820,75.909981
2,2,2,2,2,1,2,3,2,2,2,2,2,2,318,0.043682,75.953664
2,2,2,2,2,2,2,4,2,1,2,2,2,2,317,0.043545,75.997209
0,1,2,2,4,2,2,2,2,2,2,2,2,2,310,0.042583,76.039792
2,2,2,2,0,2,1,2,2,2,2,2,2,2,305,0.041897,76.081689
2,2,2,2,2,2,2,2,1,1,2,2,2,2,303,0.041622,76.123311
2,2,2,2,2,4,2,1,2,2,2,2,2,2,302,0.041485,76.164795
1,2,1,2,2,2,2,2,2,2,2,2,2,2,300,0.041210,76.206005
2,2,2,2,1,2,0,2,2,2,2,2,2,2,293,0.040248,76.246253
0,0,1,4,2,2,2,2,2,4,2,2,2,2,291,0.039974,76.286227
2,2,2,3,2,2,2,2,2,2,2,3,2,2,291,0.039974,76.326200
0,1,2,4,2,2,2,2,2,4,2,2,2,2,290,0.039836,76.366037
1,1,2,2,2,2,2,2,2,2,1,2,2,2,289,0.039699,76.405735
2,2,2,2,2,2,2,2,2,2,2,2,4,4,287,0.039424,76.445159
2,2,2,2,3,2,2,2,2,2,3,2,2,2,285,0.039149,76.484309
2,2,2,2,2,2,2,3,2,1,2,2,2,2,283,0.038875,76.523183
0,1,1,2,2,2,2,4,2,2,2,2,2,2,283,0.038875,76.562058
2,2,2,2,2,3,2,2,2,1,2,2,2,2,282,0.038737,76.600795
2,2,2,1,3,2,2,2,2,1,2,2,2,2,281,0.038600,76.639395
2,2,1,2,0,0,0,2,2,2,2,2,2,2,280,0.038462,76.677857
2,2,2,2,3,2,2,2,2,2,4,2,2,2,279,0.038325,76.716183
2,2,2,2,2,3,2,1,2,2,2,2,2,2,277,0.038050,76.754233
2,2,2,2,2,2,2,2,1,2,1,2,2,2,273,0.037501,76.791734
0,2,2,2,4,2,3,2,2,2,2,2,2,2,269,0.036951,76.828685
2,2,2,3,2,2,2,2,2,2,2,4,2,2,266,0.036539,76.865225
2,2,2,2,2,3,2,2,2,2,2,2,2,1,266,0.036539,76.901764
0,0,0,2,2,2,2,4,2,2,1,2,2,2,262,0.035990,76.937754
1,2,2,2,3,2,4,2,2,2,2,2,2,2,261,0.035853,76.973606
1,2,2,2,2,2,2,2,1,2,2,2,2,2,260,0.035715,77.009322
2,2,2,1,2,2,2,2,2,2,0,2,2,2,259,0.035578,77.044899
1,2,2,2,2,2,2,2,2,2,2,2,2,1,258,0.035440,77.080340
2,0,0,2,0,2,0,2,2,2,2,2,2,2,250,0.034342,77.114681
2,4,3,2,2,2,2,2,2,2,2,2,2,2,244,0.033517,77.148199
2,2,2,2,0,0,0,2,2,2,2,2,2,2,243,0.033380,77.181579
2,2,2,4,2,2,2,2,2,4,2,2,1,2,242,0.033243,77.214821
0,0,0,4,2,2,2,2,2,4,2,2,2,2,242,0.033243,77.248064
2,2,2,2,0,2,2,2,2,2,2,2,2,2,242,0.033243,77.281306
2,2,2,2,2,2,2,4,2,2,2,2,4,2,238,0.032693,77.314000
0,0,2,2,3,2,2,2,2,2,2,2,2,2,238,0.032693,77.346693
2,2,2,2,2,2,2,3,2,2,1,2,2,2,238,0.032693,77.379386
2,2,2,2,2,2,2,2,2,0,2,2,2,2,237,0.032556,77.411942
2,2,2,2,3,2,2,2,1,2,2,2,2,2,236,0.032418,77.444360
2,2,2,2,2,2,2,2,2,1,2,2,4,2,235,0.032281,77.476641
2,2,2,2,2,2,2,3,1,2,2,2,2,2,233,0.032006,77.508647
2,2,2,3,2,2,2,2,2,2,2,2,4,2,232,0.031869,77.540516
2,2,2,2,4,2,3,4,2,2,2,2,2,2,231,0.031732,77.572248
2,2,2,4,2,2,2,2,2,4,3,2,2,2,231,0.031732,77.603979
4,4,4,2,2,2,2,2,2,2,2,2,2,2,230,0.031594,77.635573
2,2,2,1,2,2,2,2,2,2,2,2,2,1,229,0.031457,77.667030
2,2,2,2,2,2,4,3,2,2,2,2,2,2,229,0.031457,77.698487
2,2,2,3,2,2,2,4,2,2,2,2,2,2,229,0.031457,77.729944
0,0,1,2,2,2,2,4,2,2,2,2,2,2,228,0.031319,77.761263
0,0,0,2,2,0,2,4,2,2,2,2,2,2,228,0.031319,77.792583
2,2,2,2,2,2,2,2,2,2,2,2,1,0,228,0.031319,77.823902
2,2,2,4,2,2,2,3,2,4,2,2,2,2,227,0.031182,77.855084
2,2,2,2,2,3,2,2,2,2,3,2,2,2,227,0.031182,77.886266
0,0,1,2,2,2,2,2,2,2,1,2,2,2,227,0.031182,77.917449
2,2,2,2,2,2,2,2,1,2,2,2,2,1,226,0.031045,77.948493
2,2,2,2,2,3,2,2,2,2,4,2,2,2,225,0.030907,77.979401
2,2,2,2,2,2,2,2,2,2,2,2,2,0,223,0.030633,78.010033
0,2,2,2,3,2,3,2,2,2,2,2,2,2,223,0.030633,78.040666
2,2,2,2,2,2,2,4,2,2,2,2,2,1,222,0.030495,78.071161
2,2,2,4,2,2,2,4,2,2,4,2,2,2,222,0.030495,78.101656
2,0,0,2,0,0,0,4,2,2,2,2,2,2,220,0.030221,78.131877
2,2,2,2,2,2,2,3,2,2,2,2,4,2,211,0.028984,78.160861
2,2,2,4,2,2,2,2,2,3,4,2,2,2,210,0.028847,78.189708
1,2,2,2,2,2,4,4,2,2,2,2,2,2,207,0.028435,78.218143
0,1,2,2,2,2,2,4,2,2,2,2,2,2,206,0.028297,78.246440
2,2,2,2,3,2,2,2,2,2,2,2,1,2,205,0.028160,78.274600
2,2,2,4,2,2,2,2,2,2,2,4,2,2,204,0.028023,78.302623
1,2,2,2,2,2,3,3,2,2,2,2,2,2,204,0.028023,78.330646
2,2,2,2,2,2,2,2,3,2,4,2,2,2,203,0.027885,78.358531
2,2,2,4,3,2,2,2,2,4,2,2,2,2,202,0.027748,78.386279
2,2,2,2,2,2,2,2,3,2,3,2,2,2,201,0.027611,78.413889
0,2,2,2,2,2,3,2,2,2,2,2,2,2,197,0.027061,78.440950
2,2,2,1,2,2,2,4,2,1,2,2,2,2,197,0.027061,78.468012
2,2,2,4,2,2,2,2,2,2,4,4,2,2,194,0.026649,78.494661
1,2,2,2,2,2,2,2,2,2,2,2,1,2,194,0.026649,78.521310
0,2,2,2,4,2,4,3,2,2,2,2,2,2,193,0.026512,78.547821
2,2,2,2,2,2,2,4,4,2,2,2,2,2,192,0.026374,78.574196
1,2,2,3,2,2,2,2,2,3,2,2,2,2,190,0.026100,78.600295
0,0,1,2,3,2,2,2,2,2,2,2,2,2,190,0.026100,78.626395
2,2,2,2,2,2,2,2,2,2,2,2,4,3,190,0.026100,78.652494
2,4,4,2,2,2,2,2,2,2,2,2,2,2,188,0.025825,78.678319
0,0,0,2,2,1,2,4,2,2,2,2,2,2,187,0.025687,78.704006
2,2,2,0,2,2,2,2,2,1,1,2,2,2,186,0.025550,78.729557
0,0,2,2,4,2,2,2,2,2,2,2,2,2,185,0.025413,78.754969
3,4,3,2,2,2,2,2,2,2,2,2,2,2,182,0.025001,78.779970
2,2,2,4,2,2,2,2,2,2,4,3,2,2,182,0.025001,78.804970
2,2,2,4,2,2,2,2,2,3,3,2,2,2,182,0.025001,78.829971
2,2,2,2,2,2,2,2,2,2,0,2,1,2,182,0.025001,78.854972
2,2,2,2,2,2,0,2,2,2,2,2,2,2,181,0.024863,78.879835
2,2,2,2,1,0,2,2,2,2,2,2,2,2,181,0.024863,78.904698
1,1,2,2,2,3,2,2,2,2,2,2,2,2,180,0.024726,78.929424
2,2,2,2,2,2,2,3,2,2,2,2,2,1,180,0.024726,78.954150
0,1,2,2,4,2,4,4,2,2,2,2,2,2,179,0.024589,78.978738
2,2,2,2,3,2,2,2,2,2,2,2,2,1,178,0.024451,79.003190
0,2,2,2,3,2,4,2,2,2,2,2,2,2,178,0.024451,79.027641
2,2,2,2,2,2,2,2,2,2,4,2,3,2,178,0.024451,79.052092
1,1,2,2,2,2,2,2,2,1,2,2,2,2,176,0.024176,79.076268
2,4,2,2,2,2,2,2,2,2,2,2,2,2,175,0.024039,79.100307
2,2,2,2,2,2,2,4,2,2,2,3,2,2,175,0.024039,79.124346
1,2,2,2,2,2,2,2,2,2,3,2,2,2,173,0.023764,79.148111
2,2,2,2,2,2,2,2,4,2,4,2,2,2,172,0.023627,79.171738
4,4,3,2,2,2,2,2,2,2,2,2,2,2,172,0.023627,79.195365
2,2,2,4,2,2,2,2,2,3,2,4,2,2,169,0.023215,79.218580
2,2,2,2,2,2,2,1,2,1,2,2,2,2,168,0.023077,79.241657
2,2,2,2,2,2,3,2,2,2,3,2,2,2,168,0.023077,79.264735
1,2,2,2,3,2,2,2,2,2,1,2,2,2,168,0.023077,79.287812
2,1,2,2,2,2,2,2,2,2,1,2,2,2,168,0.023077,79.310890
2,2,2,2,2,2,2,2,2,1,2,2,1,2,167,0.022940,79.333830
2,2,2,2,3,2,2,2,2,2,2,2,4,2,166,0.022803,79.356632
0,0,0,2,2,2,2,4,1,2,2,2,2,2,165,0.022665,79.379298
2,2,2,2,4,2,3,3,2,2,2,2,2,2,165,0.022665,79.401963
0,2,2,2,2,2,2,4,2,2,2,2,2,2,164,0.022528,79.424491
1,2,2,2,2,2,2,2,2,2,2,2,4,2,164,0.022528,79.447019
2,2,2,2,2,0,2,3,2,2,2,2,2,2,163,0.022391,79.469410
1,2,2,2,4,2,4,3,2,2,2,2,2,2,163,0.022391,79.491801
2,2,2,2,2,2,2,2,2,2,3,2,3,2,163,0.022391,79.514191
1,2,2,2,2,2,4,2,2,2,2,2,2,2,161,0.022116,79.536307
2,2,2,4,2,2,2,2,2,3,2,3,2,2,161,0.022116,79.558423
2,2,2,2,2,4,2,2,2,2,2,2,2,1,160,0.021979,79.580402
2,2,2,3,2,2,2,3,2,2,2,2,2,2,160,0.021979,79.602380
1,2,2,2,2,2,2,2,2,3,2,2,2,2,160,0.021979,79.624359
2,0,0,2,0,1,0,2,2,2,2,2,2,2,159,0.021841,79.646200
2,2,2,2,2,2,3,2,2,2,4,2,2,2,159,0.021841,79.668041
2,3,2,2,2,2,2,4,2,2,2,2,2,2,159,0.021841,79.689882
3,3,3,2,2,2,2,2,2,2,2,2,2,2,158,0.021704,79.711586
4,3,2,2,2,2,2,2,2,2,2,2,2,2,158,0.021704,79.733290
2,3,2,2,2,2,2,2,2,2,4,2,2,2,157,0.021566,79.754857
2,2,2,4,2,3,2,2,2,4,2,2,2,2,157,0.021566,79.776423
1,2,2,2,2,2,2,2,2,2,4,2,2,2,157,0.021566,79.797990
1,1,1,2,2,2,2,4,2,2,2,2,2,2,156,0.021429,79.819419
2,0,0,2,0,0,0,2,4,2,2,2,2,2,156,0.021429,79.840848
2,2,2,1,2,3,2,2,2,1,2,2,2,2,155,0.021292,79.862139
2,2,2,2,1,1,1,2,2,2,2,2,2,2,155,0.021292,79.883431
0,1,2,2,2,2,2,3,2,2,2,2,2,2,155,0.021292,79.904723
1,2,2,2,3,3,2,2,2,2,2,2,2,2,154,0.021154,79.925877
0,0,1,2,2,2,2,3,2,2,2,2,2,2,152,0.020880,79.946757
2,0,1,2,2,2,2,2,2,2,2,2,2,2,152,0.020880,79.967637
2,2,2,2,2,2,3,2,2,1,2,2,2,2,152,0.020880,79.988516
2,2,2,4,2,2,2,2,2,2,2,3,2,2,151,0.020742,80.009258
1,2,2,2,4,2,2,2,2,2,1,2,2,2,150,0.020605,80.029863
0,0,0,2,2,2,2,2,1,2,2,2,2,2,148,0.020330,80.050194
1,2,2,2,3,2,3,4,2,2,2,2,2,2,147,0.020193,80.070386
2,3,4,2,2,2,2,2,2,2,2,2,2,2,147,0.020193,80.090579
2,2,2,2,2,2,2,4,3,2,2,2,2,2,147,0.020193,80.110772
0,0,0,2,2,2,2,4,2,2,0,2,2,2,146,0.020055,80.130827
1,2,2,3,2,2,2,2,2,4,2,2,2,2,146,0.020055,80.150883
0,1,1,2,2,2,2,3,2,2,2,2,2,2,146,0.020055,80.170938
2,2,2,4,2,2,2,2,2,2,4,2,4,2,145,0.019918,80.190856
0,1,2,2,2,2,2,2,2,2,1,2,2,2,144,0.019781,80.210637
3,4,4,2,2,2,2,2,2,2,2,2,2,2,144,0.019781,80.230418
2,2,2,2,4,2,2,2,2,2,2,2,1,2,144,0.019781,80.250198
1,1,2,2,2,4,2,2,2,2,2,2,2,2,143,0.019643,80.269842
1,1,2,2,2,2,2,4,2,2,2,2,2,2,141,0.019369,80.289210
0,0,2,4,2,2,2,2,2,4,2,2,2,2,141,0.019369,80.308579
2,2,2,2,4,2,2,3,2,2,2,2,2,2,140,0.019231,80.327810
2,2,2,1,2,2,2,2,2,1,2,2,1,2,139,0.019094,80.346904
2,2,2,4,2,2,2,3,2,2,4,2,2,2,139,0.019094,80.365998
3,4,2,2,2,2,2,2,2,2,2,2,2,2,137,0.018819,80.384817
1,1,0,2,2,2,2,2,2,2,2,2,2,2,137,0.018819,80.403636
1,2,1,2,2,2,2,4,2,2,2,2,2,2,137,0.018819,80.422456
2,2,2,2,2,3,2,2,1,2,2,2,2,2,136,0.018682,80.441137
2,2,2,2,0,1,0,2,2,2,2,2,2,2,136,0.018682,80.459819
0,0,0,2,3,2,2,2,2,2,2,2,2,2,136,0.018682,80.478501
1,2,2,2,4,4,2,2,2,2,2,2,2,2,135,0.018544,80.497045
2,2,2,4,2,2,2,2,2,4,4,4,2,2,134,0.018407,80.515452
1,1,2,3,2,2,2,2,2,3,2,2,2,2,134,0.018407,80.533859
0,2,2,2,2,2,3,4,2,2,2,2,2,2,133,0.018270,80.552129
0,1,0,2,2,2,2,2,2,2,2,2,2,2,133,0.018270,80.570399
0,0,1,3,2,2,2,2,2,3,2,2,2,2,132,0.018132,80.588531
2,2,2,2,2,2,2,4,0,2,2,2,2,2,132,0.018132,80.606663
2,2,2,2,2,2,2,4,2,2,2,2,1,2,131,0.017995,80.624658
0,2,2,2,2,2,4,4,2,2,2,2,2,2,131,0.017995,80.642653
2,2,2,1,2,2,2,3,2,1,2,2,2,2,131,0.017995,80.660648
1,2,2,2,3,2,2,3,2,2,2,2,2,2,130,0.017858,80.678506
2,0,0,2,0,0,0,2,3,2,2,2,2,2,130,0.017858,80.696363
2,2,2,2,4,2,2,2,2,1,2,2,2,2,130,0.017858,80.714221
2,2,2,4,2,4,2,2,2,4,2,2,2,2,129,0.017720,80.731941
1,2,2,2,3,2,2,2,2,1,2,2,2,2,128,0.017583,80.749524
0,0,0,2,2,0,4,4,2,2,2,2,2,2,128,0.017583,80.767107
0,0,1,2,4,2,2,2,2,2,2,2,2,2,127,0.017445,80.784552
2,1,1,2,2,2,2,4,2,2,2,2,2,2,127,0.017445,80.801998
2,3,2,2,2,2,2,3,2,2,2,2,2,2,127,0.017445,80.819443
2,2,2,2,2,1,2,2,2,2,3,2,2,2,127,0.017445,80.836889
2,2,2,2,2,2,2,4,2,2,2,4,2,2,127,0.017445,80.854334
2,2,2,2,2,4,2,2,2,1,2,2,2,2,126,0.017308,80.871642
1,1,2,2,2,2,2,2,2,2,2,2,2,1,126,0.017308,80.888951
2,2,2,2,2,2,1,4,2,2,2,2,2,2,126,0.017308,80.906259
2,2,2,4,2,2,2,2,3,4,2,2,2,2,125,0.017171,80.923429
2,2,2,2,4,2,2,4,2,2,2,2,2,2,123,0.016896,80.940325
2,1,2,4,2,2,2,2,2,4,2,2,2,2,123,0.016896,80.957221
2,2,2,4,2,2,2,2,4,4,2,2,2,2,123,0.016896,80.974117
0,0,2,2,2,2,2,2,2,2,1,2,2,2,123,0.016896,80.991014
2,2,2,2,4,3,3,2,2,2,2,2,2,2,123,0.016896,81.007910
2,2,2,2,2,2,2,3,4,2,2,2,2,2,122,0.016759,81.024668
2,2,2,2,2,4,2,2,2,2,3,2,2,2,122,0.016759,81.041427
1,1,2,2,2,2,2,3,2,2,2,2,2,2,121,0.016621,81.058048
2,2,2,2,2,1,2,2,2,1,2,2,2,2,120,0.016484,81.074532
2,2,2,2,2,2,2,3,3,2,2,2,2,2,120,0.016484,81.091016
